Bandit,Reward,Algorithm
1,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
3,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
2,1,EpsilonGreedy
0,1,EpsilonGreedy
3,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
3,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
2,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
0,1,EpsilonGreedy
