Bandit,Reward,Algorithm
0,0.21330229297252723,ThompsonSampling
2,4.12943358365926,ThompsonSampling
3,3.272921239682165,ThompsonSampling
2,2.1651099746029936,ThompsonSampling
3,4.86792453112949,ThompsonSampling
3,3.1911065868366646,ThompsonSampling
3,3.7517140055819485,ThompsonSampling
3,5.229461185403601,ThompsonSampling
3,4.124679920422945,ThompsonSampling
3,5.30487313535599,ThompsonSampling
3,4.303898635276276,ThompsonSampling
3,3.728643098921546,ThompsonSampling
3,3.795994937315174,ThompsonSampling
3,4.564145666418517,ThompsonSampling
3,4.721194249856601,ThompsonSampling
3,6.125910483136149,ThompsonSampling
3,3.7903934369878995,ThompsonSampling
3,4.421284534118003,ThompsonSampling
3,4.430739113189064,ThompsonSampling
3,3.604079609899626,ThompsonSampling
3,3.4573454494041775,ThompsonSampling
3,3.3595048433024397,ThompsonSampling
3,3.1420056781228727,ThompsonSampling
3,5.229315831511154,ThompsonSampling
3,3.4279649733283883,ThompsonSampling
3,2.9564920015905165,ThompsonSampling
3,3.1732888536973727,ThompsonSampling
3,5.362688810987017,ThompsonSampling
3,3.194961172041613,ThompsonSampling
3,4.932950977314065,ThompsonSampling
3,6.127861372116464,ThompsonSampling
3,6.009565723607828,ThompsonSampling
3,2.9450376435403203,ThompsonSampling
3,4.853399235978662,ThompsonSampling
3,2.9613527131880457,ThompsonSampling
3,4.339143440274278,ThompsonSampling
3,2.55165260478773,ThompsonSampling
3,4.128765188097826,ThompsonSampling
3,1.666526272580473,ThompsonSampling
3,5.056936674754603,ThompsonSampling
3,4.554636927829346,ThompsonSampling
3,3.2837908357441155,ThompsonSampling
3,3.058747528598912,ThompsonSampling
3,4.735965937855971,ThompsonSampling
3,4.656405739883198,ThompsonSampling
3,3.8353569662805995,ThompsonSampling
3,2.6722200547267003,ThompsonSampling
3,5.01728423218511,ThompsonSampling
3,2.8622574395880784,ThompsonSampling
3,3.597493782747623,ThompsonSampling
3,5.503150328829532,ThompsonSampling
3,4.729659545706003,ThompsonSampling
3,4.661605827371566,ThompsonSampling
3,3.942847956578972,ThompsonSampling
3,3.5161266679501457,ThompsonSampling
3,3.7562446989868623,ThompsonSampling
3,5.159851476447509,ThompsonSampling
3,5.260558588276713,ThompsonSampling
3,3.7004050010071756,ThompsonSampling
3,4.745525679481518,ThompsonSampling
3,5.008916642435379,ThompsonSampling
3,3.6428077959457212,ThompsonSampling
3,2.074652287235858,ThompsonSampling
3,4.135436172038866,ThompsonSampling
3,4.053175628291426,ThompsonSampling
3,4.431567224060665,ThompsonSampling
3,4.406823823512493,ThompsonSampling
3,3.1397183470493832,ThompsonSampling
3,3.5055345956163064,ThompsonSampling
3,4.062787282560066,ThompsonSampling
3,4.915275921329704,ThompsonSampling
3,5.4495949679279665,ThompsonSampling
3,4.033568914533837,ThompsonSampling
3,3.7098540787722025,ThompsonSampling
3,3.4546747992070146,ThompsonSampling
3,3.903738452590077,ThompsonSampling
3,2.9804162892785016,ThompsonSampling
3,4.570347386092015,ThompsonSampling
3,3.3009428667715093,ThompsonSampling
3,5.583836578356068,ThompsonSampling
3,3.1173987125658087,ThompsonSampling
3,4.061196911742729,ThompsonSampling
3,5.640110935450542,ThompsonSampling
3,4.17978908379544,ThompsonSampling
3,3.2340434507876896,ThompsonSampling
3,4.368338293179708,ThompsonSampling
3,4.082486418236652,ThompsonSampling
3,3.0624641486150654,ThompsonSampling
3,2.691113969277784,ThompsonSampling
3,2.6810277147768904,ThompsonSampling
3,3.3967461648549304,ThompsonSampling
3,3.8700823621181355,ThompsonSampling
3,2.620950819517075,ThompsonSampling
3,3.8199801799735944,ThompsonSampling
3,4.86940202947538,ThompsonSampling
3,2.9181610820676536,ThompsonSampling
3,4.2228631755374035,ThompsonSampling
3,4.256731527350766,ThompsonSampling
3,4.719676378992779,ThompsonSampling
3,4.744792344648573,ThompsonSampling
3,6.0751549652523495,ThompsonSampling
3,4.798172395508666,ThompsonSampling
3,4.124295542199339,ThompsonSampling
3,3.8099983499855052,ThompsonSampling
3,2.6083393759163824,ThompsonSampling
3,5.071264447928635,ThompsonSampling
3,1.9373320344635703,ThompsonSampling
3,3.5692638337483564,ThompsonSampling
3,3.4274864463423693,ThompsonSampling
3,4.891601755054525,ThompsonSampling
3,4.332351676186322,ThompsonSampling
3,4.327464554112373,ThompsonSampling
3,5.239055046398806,ThompsonSampling
3,4.172546279246413,ThompsonSampling
3,5.296895314901104,ThompsonSampling
3,2.7160283871479876,ThompsonSampling
3,3.1090263171969768,ThompsonSampling
3,5.434821456113038,ThompsonSampling
3,2.946242891823371,ThompsonSampling
3,1.9148030281718498,ThompsonSampling
3,5.67130469494173,ThompsonSampling
3,2.432587216403949,ThompsonSampling
3,3.965296084801188,ThompsonSampling
3,4.387686673675282,ThompsonSampling
3,4.5592225390742325,ThompsonSampling
3,3.339857597238963,ThompsonSampling
3,3.628274658371628,ThompsonSampling
3,4.489303232544225,ThompsonSampling
3,4.630373479871963,ThompsonSampling
3,3.71395228353685,ThompsonSampling
3,6.1814300906240955,ThompsonSampling
3,3.7669604178586606,ThompsonSampling
3,4.936804868313272,ThompsonSampling
3,4.599895979520086,ThompsonSampling
3,5.2167263673823365,ThompsonSampling
3,2.368923024706892,ThompsonSampling
3,3.8670292747212147,ThompsonSampling
3,5.8451631063622695,ThompsonSampling
3,4.484748141903757,ThompsonSampling
3,4.081054139474265,ThompsonSampling
3,3.6725683230938957,ThompsonSampling
3,3.6703864181928867,ThompsonSampling
3,3.6029180454175505,ThompsonSampling
3,4.119182451368422,ThompsonSampling
3,4.459049043435215,ThompsonSampling
3,4.3429884718468745,ThompsonSampling
3,4.581244569765382,ThompsonSampling
3,4.453262363854692,ThompsonSampling
3,3.7685096233322146,ThompsonSampling
3,3.524995608135879,ThompsonSampling
3,5.947057613621187,ThompsonSampling
3,3.903279944753907,ThompsonSampling
3,4.350276410221322,ThompsonSampling
3,4.710894363293058,ThompsonSampling
3,3.68341763174629,ThompsonSampling
3,4.3165183707355,ThompsonSampling
3,4.938254663496473,ThompsonSampling
3,3.2812574727833885,ThompsonSampling
3,4.319328690783543,ThompsonSampling
3,4.178973459303037,ThompsonSampling
3,4.365733261101435,ThompsonSampling
3,5.0501936462906825,ThompsonSampling
3,2.8829670606604556,ThompsonSampling
3,3.9052698441279734,ThompsonSampling
3,3.959472390090126,ThompsonSampling
3,6.312712451478188,ThompsonSampling
3,3.3303009928471825,ThompsonSampling
3,1.0812726557870507,ThompsonSampling
3,6.23673480978834,ThompsonSampling
3,4.062203977861232,ThompsonSampling
3,1.7593303750860372,ThompsonSampling
3,6.990564911427018,ThompsonSampling
3,3.713971034371285,ThompsonSampling
3,4.739035598618202,ThompsonSampling
3,5.300868807478554,ThompsonSampling
3,3.927316270560541,ThompsonSampling
3,2.7945920354106963,ThompsonSampling
3,2.6559521636374592,ThompsonSampling
3,4.6613180190893235,ThompsonSampling
3,2.4675201092467405,ThompsonSampling
3,5.903710788893493,ThompsonSampling
3,6.39151943647423,ThompsonSampling
3,2.509279910125119,ThompsonSampling
3,3.3262546949850913,ThompsonSampling
3,4.189237697616682,ThompsonSampling
3,4.105701894678227,ThompsonSampling
3,4.239329312289742,ThompsonSampling
3,3.656174818515721,ThompsonSampling
3,4.508778277412648,ThompsonSampling
3,0.6721040729199195,ThompsonSampling
3,2.819837484705163,ThompsonSampling
3,4.531022609898334,ThompsonSampling
3,3.1991902127690355,ThompsonSampling
3,3.474639663238823,ThompsonSampling
3,3.3772160985453734,ThompsonSampling
3,4.0294813323473635,ThompsonSampling
3,3.832416842828899,ThompsonSampling
3,3.747844423337656,ThompsonSampling
3,2.250416921952518,ThompsonSampling
3,4.887704858304609,ThompsonSampling
3,3.7884991234248604,ThompsonSampling
3,4.169467339711829,ThompsonSampling
3,3.486428556183694,ThompsonSampling
3,5.05461638249564,ThompsonSampling
3,3.760248195096003,ThompsonSampling
3,3.770243357752917,ThompsonSampling
3,4.124636972907635,ThompsonSampling
3,3.9570165681399114,ThompsonSampling
3,5.471373593070298,ThompsonSampling
3,6.075767567473491,ThompsonSampling
3,2.7992158317148275,ThompsonSampling
3,5.267056057313724,ThompsonSampling
3,3.038767420684709,ThompsonSampling
3,5.5589648057074665,ThompsonSampling
3,3.1567905554096143,ThompsonSampling
3,2.82141544788096,ThompsonSampling
3,2.9664792652767846,ThompsonSampling
3,5.755948706226645,ThompsonSampling
3,0.6173503334853772,ThompsonSampling
3,5.069028322263524,ThompsonSampling
3,4.939323315824534,ThompsonSampling
3,5.14724113308885,ThompsonSampling
3,4.4261448154182705,ThompsonSampling
3,3.6686742832987735,ThompsonSampling
3,3.2766336103548075,ThompsonSampling
3,3.9752231752026406,ThompsonSampling
3,4.602539202547408,ThompsonSampling
3,3.3823917140692434,ThompsonSampling
3,4.668358785192483,ThompsonSampling
3,5.870268806915672,ThompsonSampling
3,3.1489246405731093,ThompsonSampling
3,4.745645400787492,ThompsonSampling
3,3.284202719412051,ThompsonSampling
3,4.803642384050611,ThompsonSampling
3,3.490547461054997,ThompsonSampling
3,4.394480400119501,ThompsonSampling
3,2.691255218381799,ThompsonSampling
3,2.4595291905504237,ThompsonSampling
3,4.1583024848482575,ThompsonSampling
3,4.3827978891062855,ThompsonSampling
3,3.7102004318401747,ThompsonSampling
3,4.598626070193407,ThompsonSampling
3,3.418756404839045,ThompsonSampling
3,4.7480141740288335,ThompsonSampling
3,3.554663841412822,ThompsonSampling
3,4.234527457310497,ThompsonSampling
3,5.095636941996265,ThompsonSampling
3,4.973114359029175,ThompsonSampling
3,6.118386516738491,ThompsonSampling
3,5.603550591674837,ThompsonSampling
3,4.4875929770814675,ThompsonSampling
3,3.837322229984358,ThompsonSampling
3,3.0955563733111413,ThompsonSampling
3,4.193119764058087,ThompsonSampling
3,3.6256431080913267,ThompsonSampling
3,4.356602633028182,ThompsonSampling
3,3.520185560746696,ThompsonSampling
3,3.605316397967417,ThompsonSampling
3,3.949077968650501,ThompsonSampling
3,4.403058224625051,ThompsonSampling
3,4.667615009656053,ThompsonSampling
3,4.92592242655683,ThompsonSampling
3,5.735722790517252,ThompsonSampling
3,2.547715231893349,ThompsonSampling
3,4.06118082832549,ThompsonSampling
3,6.6983431598405065,ThompsonSampling
3,3.6088298262192886,ThompsonSampling
3,3.0634127543637786,ThompsonSampling
3,5.839230420774155,ThompsonSampling
3,4.9059246610290606,ThompsonSampling
3,3.5938371877528157,ThompsonSampling
3,5.230022520436237,ThompsonSampling
3,5.669515160288316,ThompsonSampling
3,4.446115844202547,ThompsonSampling
3,4.99597028448036,ThompsonSampling
3,4.148126444737807,ThompsonSampling
3,3.74211958109314,ThompsonSampling
3,3.6929905265315455,ThompsonSampling
3,4.263889959264795,ThompsonSampling
3,4.22756043406634,ThompsonSampling
3,5.560337412649418,ThompsonSampling
3,4.6871222352370605,ThompsonSampling
3,4.301406159591922,ThompsonSampling
3,5.098911632960559,ThompsonSampling
3,4.279059682170471,ThompsonSampling
3,3.2304241860945853,ThompsonSampling
3,5.180189772527443,ThompsonSampling
3,5.158516881942719,ThompsonSampling
3,4.899697352354212,ThompsonSampling
3,2.247338409469097,ThompsonSampling
3,5.125170593021579,ThompsonSampling
3,5.2272256923254385,ThompsonSampling
3,4.212344828001699,ThompsonSampling
3,4.021516110501137,ThompsonSampling
3,5.135376010402233,ThompsonSampling
3,3.072269877703265,ThompsonSampling
3,5.326481057690298,ThompsonSampling
3,2.3086650094589403,ThompsonSampling
3,4.074679440378331,ThompsonSampling
3,4.761347114317535,ThompsonSampling
3,3.3352040535112,ThompsonSampling
3,3.564669366678902,ThompsonSampling
3,4.801320484657899,ThompsonSampling
3,3.895972356139592,ThompsonSampling
3,3.512408967554904,ThompsonSampling
3,5.83084352824611,ThompsonSampling
3,3.78166341615813,ThompsonSampling
3,3.216942101985108,ThompsonSampling
3,4.191657904395932,ThompsonSampling
3,3.843764801746521,ThompsonSampling
3,5.715143937082007,ThompsonSampling
3,4.015537740490042,ThompsonSampling
3,4.044365566513338,ThompsonSampling
3,4.862857389206095,ThompsonSampling
3,4.650323898035124,ThompsonSampling
3,4.347917173458456,ThompsonSampling
3,3.0820384003099863,ThompsonSampling
3,3.9269627577285435,ThompsonSampling
3,2.7933265881291947,ThompsonSampling
3,3.582504121638518,ThompsonSampling
3,3.402413036871661,ThompsonSampling
3,4.603090647549495,ThompsonSampling
3,5.1487128346670445,ThompsonSampling
3,5.29770474415917,ThompsonSampling
3,3.6358676444940223,ThompsonSampling
3,3.7054330709899546,ThompsonSampling
3,4.62670972418001,ThompsonSampling
3,2.332820111441346,ThompsonSampling
3,2.7671683413987553,ThompsonSampling
3,5.28696233278342,ThompsonSampling
3,3.5353387473657243,ThompsonSampling
3,4.596227552216714,ThompsonSampling
3,5.221724022416994,ThompsonSampling
3,4.323844551420106,ThompsonSampling
3,2.6438936684185093,ThompsonSampling
3,3.8103057025004294,ThompsonSampling
3,4.553140310067755,ThompsonSampling
3,4.420141540265498,ThompsonSampling
3,2.649424171922673,ThompsonSampling
3,4.1124752433514935,ThompsonSampling
3,4.1576820667892225,ThompsonSampling
3,5.4336583857043665,ThompsonSampling
3,4.333811667132152,ThompsonSampling
3,3.2896930676452905,ThompsonSampling
3,4.80431148473278,ThompsonSampling
3,4.992961598601736,ThompsonSampling
3,3.1898696844106436,ThompsonSampling
3,4.4151039818450775,ThompsonSampling
3,3.412892368700943,ThompsonSampling
3,3.4455316376092684,ThompsonSampling
3,3.57015305126525,ThompsonSampling
3,4.689397929046162,ThompsonSampling
3,4.937350059043423,ThompsonSampling
3,3.7795580138859317,ThompsonSampling
3,3.717382600831156,ThompsonSampling
3,6.051751885292661,ThompsonSampling
3,3.795361522714736,ThompsonSampling
3,3.4749892048387796,ThompsonSampling
3,4.510986704215205,ThompsonSampling
3,1.9960234846943528,ThompsonSampling
3,4.297754093570608,ThompsonSampling
3,3.9255080646499043,ThompsonSampling
3,3.2390784255116056,ThompsonSampling
3,2.3663057432272057,ThompsonSampling
3,3.6445091755680297,ThompsonSampling
3,1.8029140429614312,ThompsonSampling
3,5.872586763476363,ThompsonSampling
3,3.6092972144595756,ThompsonSampling
3,4.562442164336737,ThompsonSampling
3,4.855446301453373,ThompsonSampling
3,4.531947362221344,ThompsonSampling
3,1.4788600856232539,ThompsonSampling
3,4.170221367273686,ThompsonSampling
3,4.217813525740967,ThompsonSampling
3,3.5695509081970123,ThompsonSampling
3,4.558607101954248,ThompsonSampling
3,4.937637933650988,ThompsonSampling
3,4.138080886378478,ThompsonSampling
3,3.274873643573872,ThompsonSampling
3,3.830496717764949,ThompsonSampling
3,2.773245464315792,ThompsonSampling
3,2.873576264286574,ThompsonSampling
3,2.5401866686664727,ThompsonSampling
3,5.400901589422757,ThompsonSampling
3,3.40763327749892,ThompsonSampling
3,2.933898268083743,ThompsonSampling
3,4.846448438738625,ThompsonSampling
3,5.374125500915047,ThompsonSampling
3,4.137357082065476,ThompsonSampling
3,3.3077373879228578,ThompsonSampling
3,3.978387468861131,ThompsonSampling
3,5.721623541050409,ThompsonSampling
3,5.337207630899268,ThompsonSampling
3,4.45695352778727,ThompsonSampling
3,5.113096036473237,ThompsonSampling
3,4.4988811120436845,ThompsonSampling
3,3.8675164447729387,ThompsonSampling
3,3.6168036292636696,ThompsonSampling
3,1.3551700804998612,ThompsonSampling
3,4.8917331425894055,ThompsonSampling
3,1.701445463071507,ThompsonSampling
3,3.7679858687858143,ThompsonSampling
3,3.978934327851738,ThompsonSampling
3,3.587672724281098,ThompsonSampling
3,3.2895482711281625,ThompsonSampling
3,3.2170320949057247,ThompsonSampling
3,2.4639264179902263,ThompsonSampling
3,4.9020691081532135,ThompsonSampling
3,5.266079962605781,ThompsonSampling
3,4.9033328257292155,ThompsonSampling
3,4.6427209705056836,ThompsonSampling
3,5.312839296153814,ThompsonSampling
3,3.4616845495677824,ThompsonSampling
3,4.749790644817926,ThompsonSampling
3,3.4988889758530193,ThompsonSampling
3,4.299580182344601,ThompsonSampling
3,4.324226861181768,ThompsonSampling
3,5.557757133951507,ThompsonSampling
3,3.6116811327545353,ThompsonSampling
3,3.680384356878689,ThompsonSampling
3,3.9022967975657736,ThompsonSampling
3,4.405116231260757,ThompsonSampling
3,2.022525447957448,ThompsonSampling
3,3.342145538810761,ThompsonSampling
3,3.810369037973682,ThompsonSampling
3,4.239251032212231,ThompsonSampling
3,4.6596950885459245,ThompsonSampling
3,3.7004888401093115,ThompsonSampling
3,4.186591557301549,ThompsonSampling
3,3.3790090979657816,ThompsonSampling
3,3.9285188257125547,ThompsonSampling
3,3.309365148536931,ThompsonSampling
3,3.918615455409262,ThompsonSampling
3,3.9841524556070778,ThompsonSampling
3,4.245992099068062,ThompsonSampling
3,3.533972027193469,ThompsonSampling
3,2.5467485540059394,ThompsonSampling
3,4.370901890173904,ThompsonSampling
3,4.321280761489671,ThompsonSampling
3,2.8475889009673003,ThompsonSampling
3,5.388132425185384,ThompsonSampling
3,6.172831121518822,ThompsonSampling
3,4.27480312116942,ThompsonSampling
3,3.905553000894372,ThompsonSampling
3,3.520957778608342,ThompsonSampling
3,6.227998176265045,ThompsonSampling
3,3.725711338484909,ThompsonSampling
3,4.195067869526604,ThompsonSampling
3,4.961852527165435,ThompsonSampling
3,4.925050526088338,ThompsonSampling
3,3.1350257451290595,ThompsonSampling
3,3.73255774527473,ThompsonSampling
3,4.627810763187377,ThompsonSampling
3,2.999538185584038,ThompsonSampling
3,3.272819268332171,ThompsonSampling
3,4.445600254196361,ThompsonSampling
3,5.42043816779462,ThompsonSampling
3,5.26903017252102,ThompsonSampling
3,4.1510839828876485,ThompsonSampling
3,5.484809669360504,ThompsonSampling
3,3.3533427174666968,ThompsonSampling
3,4.627408747208168,ThompsonSampling
3,4.707259866013852,ThompsonSampling
3,4.627198076711158,ThompsonSampling
3,4.459259643252122,ThompsonSampling
3,4.262030167286168,ThompsonSampling
3,2.4849789871840287,ThompsonSampling
3,5.696386904685258,ThompsonSampling
3,3.0968906558980924,ThompsonSampling
3,4.1200488114641844,ThompsonSampling
3,4.102971501649867,ThompsonSampling
3,3.253946211467235,ThompsonSampling
3,3.56418194155424,ThompsonSampling
3,1.7233671036829237,ThompsonSampling
3,5.4187383896546955,ThompsonSampling
3,3.41855745320439,ThompsonSampling
3,2.8716463382566815,ThompsonSampling
3,3.227119856862169,ThompsonSampling
3,3.2658175411270602,ThompsonSampling
3,3.972139580545201,ThompsonSampling
3,4.887606333577959,ThompsonSampling
3,4.743972369427212,ThompsonSampling
3,5.04793364352592,ThompsonSampling
3,3.5392070409836167,ThompsonSampling
3,4.281316839126338,ThompsonSampling
3,4.335727192648762,ThompsonSampling
3,4.9695481082630995,ThompsonSampling
3,4.014621320399016,ThompsonSampling
3,3.2736013500836396,ThompsonSampling
3,2.401716486217534,ThompsonSampling
3,3.621345958352578,ThompsonSampling
3,5.674163796950311,ThompsonSampling
3,5.262181635419744,ThompsonSampling
3,3.015385840784023,ThompsonSampling
3,2.7038514152093818,ThompsonSampling
3,4.128206481599975,ThompsonSampling
3,2.2923406930297388,ThompsonSampling
3,4.176345866073885,ThompsonSampling
3,1.6473365467715526,ThompsonSampling
3,3.5468321183404425,ThompsonSampling
3,4.980526387244315,ThompsonSampling
3,4.987875054304779,ThompsonSampling
3,3.8420744068074386,ThompsonSampling
3,3.9113141804845597,ThompsonSampling
3,4.990201089540797,ThompsonSampling
3,5.925323576592961,ThompsonSampling
3,3.4062616566820916,ThompsonSampling
3,1.6849648869265663,ThompsonSampling
3,4.308064809583077,ThompsonSampling
3,3.4872351264971417,ThompsonSampling
3,2.374846437676059,ThompsonSampling
3,2.8904288350852743,ThompsonSampling
3,3.595335045952859,ThompsonSampling
3,3.523048539222085,ThompsonSampling
2,3.8315585035447857,ThompsonSampling
3,5.947261853425641,ThompsonSampling
3,5.139677166029378,ThompsonSampling
3,3.6749167218039647,ThompsonSampling
3,3.3034244728437328,ThompsonSampling
3,5.735636325561803,ThompsonSampling
3,2.9216829106567643,ThompsonSampling
3,3.6632192404622588,ThompsonSampling
3,3.49084662485589,ThompsonSampling
3,3.35148086126165,ThompsonSampling
3,3.482959775001741,ThompsonSampling
3,2.8415585941504706,ThompsonSampling
3,3.7260107947321774,ThompsonSampling
3,4.94628133024586,ThompsonSampling
3,3.4949159088668003,ThompsonSampling
3,2.554950520739105,ThompsonSampling
3,3.733533602961012,ThompsonSampling
3,3.7807679640565883,ThompsonSampling
3,5.828197834894432,ThompsonSampling
3,4.815990135054915,ThompsonSampling
3,3.9012490603016357,ThompsonSampling
3,3.400279152070274,ThompsonSampling
3,4.043359829792135,ThompsonSampling
3,2.791905447207959,ThompsonSampling
3,4.505950620340686,ThompsonSampling
3,5.687979752693135,ThompsonSampling
3,3.6153990227648616,ThompsonSampling
3,4.321456663689988,ThompsonSampling
3,3.173568923651838,ThompsonSampling
3,5.1493814718488,ThompsonSampling
3,3.2556184775180004,ThompsonSampling
3,3.71465688936314,ThompsonSampling
3,7.069500892455711,ThompsonSampling
3,3.4843974121641055,ThompsonSampling
3,2.515589650018974,ThompsonSampling
3,5.363845161090557,ThompsonSampling
3,3.3878559564771815,ThompsonSampling
3,4.154270547112296,ThompsonSampling
3,4.073092919649259,ThompsonSampling
3,1.8062805131028274,ThompsonSampling
3,3.669335609721001,ThompsonSampling
3,4.083773994271714,ThompsonSampling
3,5.622718573645098,ThompsonSampling
3,2.544835966998223,ThompsonSampling
3,2.9257957218245028,ThompsonSampling
3,3.9865979429168354,ThompsonSampling
3,4.005575904214396,ThompsonSampling
3,4.047564197241543,ThompsonSampling
3,3.634661495704863,ThompsonSampling
3,3.145092246158743,ThompsonSampling
3,3.057012940956019,ThompsonSampling
3,3.5101613348860905,ThompsonSampling
3,3.004963739510348,ThompsonSampling
3,3.373730934267205,ThompsonSampling
3,4.389945935788596,ThompsonSampling
3,3.641476251076007,ThompsonSampling
3,5.323638254168233,ThompsonSampling
3,3.722794503786809,ThompsonSampling
3,3.502928661198239,ThompsonSampling
3,1.126763789454127,ThompsonSampling
3,3.8064173134080015,ThompsonSampling
3,3.6289957596754845,ThompsonSampling
3,3.1515770356117216,ThompsonSampling
3,3.956482873480505,ThompsonSampling
3,5.144696009705269,ThompsonSampling
3,4.25617325488606,ThompsonSampling
3,5.185643709854903,ThompsonSampling
3,3.985713720163913,ThompsonSampling
3,4.2497019862315195,ThompsonSampling
3,3.2513655441506706,ThompsonSampling
3,4.503200815703681,ThompsonSampling
3,5.130208626552292,ThompsonSampling
3,4.915590044087459,ThompsonSampling
3,4.93690080225363,ThompsonSampling
3,3.549080339822899,ThompsonSampling
3,2.751896010408402,ThompsonSampling
3,3.067159137207159,ThompsonSampling
3,4.331675348900208,ThompsonSampling
3,1.920854175987421,ThompsonSampling
3,3.129787721871293,ThompsonSampling
3,3.4328732488100075,ThompsonSampling
3,3.034902792561022,ThompsonSampling
3,5.048276797592188,ThompsonSampling
3,3.826564598523556,ThompsonSampling
3,5.911119821040193,ThompsonSampling
3,3.1070298828849303,ThompsonSampling
3,5.314059067919278,ThompsonSampling
3,3.306955893320095,ThompsonSampling
3,5.422090387090806,ThompsonSampling
3,5.279660674142944,ThompsonSampling
3,1.6969027031306285,ThompsonSampling
3,3.652820348090227,ThompsonSampling
3,4.765087634242931,ThompsonSampling
3,2.505836587447575,ThompsonSampling
3,4.151340332990764,ThompsonSampling
3,5.0695151919625605,ThompsonSampling
3,4.87771794592217,ThompsonSampling
3,4.393827344177055,ThompsonSampling
3,4.320905955157682,ThompsonSampling
3,5.655600654143718,ThompsonSampling
3,3.5388695990295873,ThompsonSampling
3,4.348283844439555,ThompsonSampling
3,5.146398994020519,ThompsonSampling
3,3.356670474325102,ThompsonSampling
3,2.2168620375711017,ThompsonSampling
3,5.017639336343402,ThompsonSampling
3,4.829800474608308,ThompsonSampling
3,4.898527033120595,ThompsonSampling
3,3.660998332260636,ThompsonSampling
3,4.494198319258589,ThompsonSampling
3,4.731655219876168,ThompsonSampling
3,2.072097825802434,ThompsonSampling
3,2.607979878412346,ThompsonSampling
3,3.658884921133313,ThompsonSampling
3,3.1497726716569696,ThompsonSampling
3,2.877915969436556,ThompsonSampling
3,6.330887276620344,ThompsonSampling
3,3.6499589809081106,ThompsonSampling
3,5.834220786014118,ThompsonSampling
3,2.6823737904166265,ThompsonSampling
3,1.9707018469240918,ThompsonSampling
3,4.460300238267759,ThompsonSampling
3,3.0307201682448044,ThompsonSampling
3,4.176719476044422,ThompsonSampling
3,3.86053898524609,ThompsonSampling
3,4.995769460289632,ThompsonSampling
3,5.38390374124516,ThompsonSampling
3,4.673720044004566,ThompsonSampling
3,4.36462122809225,ThompsonSampling
